speed,period,warning,pair
26.00,2.00,1.00,7.00
27.00,2.00,1.00,7.00
27.00,2.00,1.00,7.00
27.00,2.00,1.00,7.00
27.00,2.00,1.00,7.00
27.00,2.00,1.00,7.00
27.00,2.00,1.00,7.00
28.00,2.00,1.00,7.00
28.00,2.00,1.00,7.00
28.00,2.00,1.00,7.00
28.00,2.00,1.00,7.00
28.00,2.00,1.00,7.00
28.00,2.00,1.00,7.00
28.00,2.00,1.00,7.00
28.00,2.00,1.00,7.00
28.00,2.00,1.00,7.00
28.00,2.00,1.00,7.00
28.00,2.00,1.00,7.00
28.00,2.00,1.00,7.00
28.00,2.00,1.00,7.00
28.00,2.00,1.00,7.00
28.00,2.00,1.00,7.00
28.00,2.00,1.00,7.00
29.00,2.00,1.00,7.00
29.00,2.00,1.00,7.00
29.00,2.00,1.00,7.00
29.00,2.00,1.00,7.00
29.00,2.00,1.00,7.00
29.00,2.00,1.00,7.00
29.00,2.00,1.00,7.00
29.00,2.00,1.00,7.00
29.00,2.00,1.00,7.00
29.00,2.00,1.00,7.00
30.00,2.00,1.00,7.00
30.00,2.00,1.00,7.00
30.00,2.00,1.00,7.00
30.00,2.00,1.00,7.00
30.00,2.00,1.00,7.00
30.00,2.00,1.00,7.00
30.00,2.00,1.00,7.00
31.00,2.00,1.00,7.00
31.00,2.00,1.00,7.00
32.00,2.00,1.00,7.00
32.00,2.00,1.00,7.00
32.00,2.00,1.00,7.00
32.00,2.00,1.00,7.00
32.00,2.00,1.00,7.00
32.00,2.00,1.00,7.00
32.00,2.00,1.00,7.00
33.00,2.00,1.00,7.00
33.00,2.00,1.00,7.00
34.00,2.00,1.00,7.00
34.00,2.00,1.00,7.00
34.00,2.00,1.00,7.00
34.00,2.00,1.00,7.00
34.00,2.00,1.00,7.00
34.00,2.00,1.00,7.00
36.00,2.00,1.00,7.00
36.00,2.00,1.00,7.00
36.00,2.00,1.00,7.00
37.00,2.00,1.00,7.00
32.00,1.00,2.00,7.00
34.00,1.00,2.00,7.00
34.00,1.00,2.00,7.00
34.00,1.00,2.00,7.00
34.00,1.00,2.00,7.00
34.00,1.00,2.00,7.00
35.00,1.00,2.00,7.00
36.00,1.00,2.00,7.00
36.00,1.00,2.00,7.00
37.00,1.00,2.00,7.00
37.00,1.00,2.00,7.00
37.00,1.00,2.00,7.00
37.00,1.00,2.00,7.00
37.00,1.00,2.00,7.00
38.00,1.00,2.00,7.00
38.00,1.00,2.00,7.00
38.00,1.00,2.00,7.00
38.00,1.00,2.00,7.00
38.00,1.00,2.00,7.00
38.00,1.00,2.00,7.00
38.00,1.00,2.00,7.00
38.00,1.00,2.00,7.00
38.00,1.00,2.00,7.00
38.00,1.00,2.00,7.00
38.00,1.00,2.00,7.00
38.00,1.00,2.00,7.00
38.00,1.00,2.00,7.00
38.00,1.00,2.00,7.00
39.00,1.00,2.00,7.00
39.00,1.00,2.00,7.00
39.00,1.00,2.00,7.00
40.00,1.00,2.00,7.00
40.00,1.00,2.00,7.00
40.00,1.00,2.00,7.00
40.00,1.00,2.00,7.00
40.00,1.00,2.00,7.00
40.00,1.00,2.00,7.00
40.00,1.00,2.00,7.00
40.00,1.00,2.00,7.00
40.00,1.00,2.00,7.00
40.00,1.00,2.00,7.00
40.00,1.00,2.00,7.00
41.00,1.00,2.00,7.00
41.00,1.00,2.00,7.00
41.00,1.00,2.00,7.00
41.00,1.00,2.00,7.00
41.00,1.00,2.00,7.00
42.00,1.00,2.00,7.00
42.00,1.00,2.00,7.00
42.00,1.00,2.00,7.00
42.00,1.00,2.00,7.00
42.00,1.00,2.00,7.00
42.00,1.00,2.00,7.00
42.00,1.00,2.00,7.00
43.00,1.00,2.00,7.00
43.00,1.00,2.00,7.00
43.00,1.00,2.00,7.00
43.00,1.00,2.00,7.00
43.00,1.00,2.00,7.00
44.00,1.00,2.00,7.00
44.00,1.00,2.00,7.00
44.00,1.00,2.00,7.00
44.00,1.00,2.00,7.00
44.00,1.00,2.00,7.00
44.00,1.00,2.00,7.00
44.00,1.00,2.00,7.00
44.00,1.00,2.00,7.00
45.00,1.00,2.00,7.00
45.00,1.00,2.00,7.00
45.00,1.00,2.00,7.00
45.00,1.00,2.00,7.00
45.00,1.00,2.00,7.00
45.00,1.00,2.00,7.00
45.00,1.00,2.00,7.00
45.00,1.00,2.00,7.00
45.00,1.00,2.00,7.00
45.00,1.00,2.00,7.00
45.00,1.00,2.00,7.00
46.00,1.00,2.00,7.00
46.00,1.00,2.00,7.00
46.00,1.00,2.00,7.00
46.00,1.00,2.00,7.00
46.00,1.00,2.00,7.00
46.00,1.00,2.00,7.00
47.00,1.00,2.00,7.00
47.00,1.00,2.00,7.00
47.00,1.00,2.00,7.00
47.00,1.00,2.00,7.00
48.00,1.00,2.00,7.00
48.00,1.00,2.00,7.00
48.00,1.00,2.00,7.00
48.00,1.00,2.00,7.00
48.00,1.00,2.00,7.00
48.00,1.00,2.00,7.00
49.00,1.00,2.00,7.00
51.00,1.00,2.00,7.00
53.00,1.00,2.00,7.00
54.00,1.00,2.00,7.00
55.00,1.00,2.00,7.00
56.00,1.00,2.00,7.00
31.00,2.00,2.00,7.00
32.00,2.00,2.00,7.00
33.00,2.00,2.00,7.00
33.00,2.00,2.00,7.00
33.00,2.00,2.00,7.00
33.00,2.00,2.00,7.00
35.00,2.00,2.00,7.00
35.00,2.00,2.00,7.00
35.00,2.00,2.00,7.00
36.00,2.00,2.00,7.00
36.00,2.00,2.00,7.00
36.00,2.00,2.00,7.00
36.00,2.00,2.00,7.00
36.00,2.00,2.00,7.00
37.00,2.00,2.00,7.00
37.00,2.00,2.00,7.00
37.00,2.00,2.00,7.00
38.00,2.00,2.00,7.00
38.00,2.00,2.00,7.00
38.00,2.00,2.00,7.00
38.00,2.00,2.00,7.00
38.00,2.00,2.00,7.00
38.00,2.00,2.00,7.00
38.00,2.00,2.00,7.00
39.00,2.00,2.00,7.00
39.00,2.00,2.00,7.00
40.00,2.00,2.00,7.00
40.00,2.00,2.00,7.00
40.00,2.00,2.00,7.00
40.00,2.00,2.00,7.00
40.00,2.00,2.00,7.00
40.00,2.00,2.00,7.00
40.00,2.00,2.00,7.00
40.00,2.00,2.00,7.00
41.00,2.00,2.00,7.00
41.00,2.00,2.00,7.00
41.00,2.00,2.00,7.00
41.00,2.00,2.00,7.00
41.00,2.00,2.00,7.00
41.00,2.00,2.00,7.00
42.00,2.00,2.00,7.00
42.00,2.00,2.00,7.00
42.00,2.00,2.00,7.00
42.00,2.00,2.00,7.00
42.00,2.00,2.00,7.00
42.00,2.00,2.00,7.00
42.00,2.00,2.00,7.00
42.00,2.00,2.00,7.00
42.00,2.00,2.00,7.00
43.00,2.00,2.00,7.00
43.00,2.00,2.00,7.00
43.00,2.00,2.00,7.00
43.00,2.00,2.00,7.00
43.00,2.00,2.00,7.00
43.00,2.00,2.00,7.00
43.00,2.00,2.00,7.00
43.00,2.00,2.00,7.00
43.00,2.00,2.00,7.00
43.00,2.00,2.00,7.00
43.00,2.00,2.00,7.00
43.00,2.00,2.00,7.00
43.00,2.00,2.00,7.00
44.00,2.00,2.00,7.00
44.00,2.00,2.00,7.00
44.00,2.00,2.00,7.00
44.00,2.00,2.00,7.00
44.00,2.00,2.00,7.00
45.00,2.00,2.00,7.00
45.00,2.00,2.00,7.00
45.00,2.00,2.00,7.00
45.00,2.00,2.00,7.00
45.00,2.00,2.00,7.00
45.00,2.00,2.00,7.00
45.00,2.00,2.00,7.00
46.00,2.00,2.00,7.00
46.00,2.00,2.00,7.00
46.00,2.00,2.00,7.00
46.00,2.00,2.00,7.00
46.00,2.00,2.00,7.00
46.00,2.00,2.00,7.00
46.00,2.00,2.00,7.00
46.00,2.00,2.00,7.00
46.00,2.00,2.00,7.00
46.00,2.00,2.00,7.00
47.00,2.00,2.00,7.00
47.00,2.00,2.00,7.00
47.00,2.00,2.00,7.00
47.00,2.00,2.00,7.00
48.00,2.00,2.00,7.00
48.00,2.00,2.00,7.00
49.00,2.00,2.00,7.00
49.00,2.00,2.00,7.00
49.00,2.00,2.00,7.00
49.00,2.00,2.00,7.00
49.00,2.00,2.00,7.00
50.00,2.00,2.00,7.00
50.00,2.00,2.00,7.00
51.00,2.00,2.00,7.00
52.00,2.00,2.00,7.00
54.00,2.00,2.00,7.00
30.00,1.00,1.00,8.00
30.00,1.00,1.00,8.00
30.00,1.00,1.00,8.00
30.00,1.00,1.00,8.00
30.00,1.00,1.00,8.00
31.00,1.00,1.00,8.00
31.00,1.00,1.00,8.00
31.00,1.00,1.00,8.00
32.00,1.00,1.00,8.00
32.00,1.00,1.00,8.00
32.00,1.00,1.00,8.00
32.00,1.00,1.00,8.00
32.00,1.00,1.00,8.00
33.00,1.00,1.00,8.00
33.00,1.00,1.00,8.00
33.00,1.00,1.00,8.00
34.00,1.00,1.00,8.00
34.00,1.00,1.00,8.00
34.00,1.00,1.00,8.00
34.00,1.00,1.00,8.00
34.00,1.00,1.00,8.00
35.00,1.00,1.00,8.00
35.00,1.00,1.00,8.00
35.00,1.00,1.00,8.00
35.00,1.00,1.00,8.00
35.00,1.00,1.00,8.00
35.00,1.00,1.00,8.00
35.00,1.00,1.00,8.00
35.00,1.00,1.00,8.00
35.00,1.00,1.00,8.00
35.00,1.00,1.00,8.00
35.00,1.00,1.00,8.00
36.00,1.00,1.00,8.00
36.00,1.00,1.00,8.00
36.00,1.00,1.00,8.00
36.00,1.00,1.00,8.00
36.00,1.00,1.00,8.00
36.00,1.00,1.00,8.00
36.00,1.00,1.00,8.00
36.00,1.00,1.00,8.00
36.00,1.00,1.00,8.00
37.00,1.00,1.00,8.00
37.00,1.00,1.00,8.00
37.00,1.00,1.00,8.00
38.00,1.00,1.00,8.00
38.00,1.00,1.00,8.00
38.00,1.00,1.00,8.00
38.00,1.00,1.00,8.00
39.00,1.00,1.00,8.00
39.00,1.00,1.00,8.00
39.00,1.00,1.00,8.00
39.00,1.00,1.00,8.00
39.00,1.00,1.00,8.00
39.00,1.00,1.00,8.00
39.00,1.00,1.00,8.00
39.00,1.00,1.00,8.00
39.00,1.00,1.00,8.00
39.00,1.00,1.00,8.00
39.00,1.00,1.00,8.00
40.00,1.00,1.00,8.00
40.00,1.00,1.00,8.00
40.00,1.00,1.00,8.00
40.00,1.00,1.00,8.00
40.00,1.00,1.00,8.00
40.00,1.00,1.00,8.00
40.00,1.00,1.00,8.00
40.00,1.00,1.00,8.00
40.00,1.00,1.00,8.00
40.00,1.00,1.00,8.00
40.00,1.00,1.00,8.00
41.00,1.00,1.00,8.00
41.00,1.00,1.00,8.00
41.00,1.00,1.00,8.00
41.00,1.00,1.00,8.00
41.00,1.00,1.00,8.00
41.00,1.00,1.00,8.00
41.00,1.00,1.00,8.00
41.00,1.00,1.00,8.00
41.00,1.00,1.00,8.00
42.00,1.00,1.00,8.00
42.00,1.00,1.00,8.00
42.00,1.00,1.00,8.00
42.00,1.00,1.00,8.00
43.00,1.00,1.00,8.00
43.00,1.00,1.00,8.00
43.00,1.00,1.00,8.00
44.00,1.00,1.00,8.00
44.00,1.00,1.00,8.00
44.00,1.00,1.00,8.00
45.00,1.00,1.00,8.00
45.00,1.00,1.00,8.00
45.00,1.00,1.00,8.00
45.00,1.00,1.00,8.00
46.00,1.00,1.00,8.00
46.00,1.00,1.00,8.00
47.00,1.00,1.00,8.00
48.00,1.00,1.00,8.00
51.00,1.00,1.00,8.00
51.00,1.00,1.00,8.00
55.00,1.00,1.00,8.00
23.00,2.00,1.00,8.00
28.00,2.00,1.00,8.00
28.00,2.00,1.00,8.00
28.00,2.00,1.00,8.00
31.00,2.00,1.00,8.00
31.00,2.00,1.00,8.00
31.00,2.00,1.00,8.00
31.00,2.00,1.00,8.00
32.00,2.00,1.00,8.00
32.00,2.00,1.00,8.00
33.00,2.00,1.00,8.00
33.00,2.00,1.00,8.00
33.00,2.00,1.00,8.00
33.00,2.00,1.00,8.00
33.00,2.00,1.00,8.00
34.00,2.00,1.00,8.00
34.00,2.00,1.00,8.00
34.00,2.00,1.00,8.00
34.00,2.00,1.00,8.00
34.00,2.00,1.00,8.00
34.00,2.00,1.00,8.00
35.00,2.00,1.00,8.00
35.00,2.00,1.00,8.00
35.00,2.00,1.00,8.00
35.00,2.00,1.00,8.00
35.00,2.00,1.00,8.00
35.00,2.00,1.00,8.00
36.00,2.00,1.00,8.00
36.00,2.00,1.00,8.00
36.00,2.00,1.00,8.00
36.00,2.00,1.00,8.00
36.00,2.00,1.00,8.00
36.00,2.00,1.00,8.00
36.00,2.00,1.00,8.00
36.00,2.00,1.00,8.00
36.00,2.00,1.00,8.00
37.00,2.00,1.00,8.00
37.00,2.00,1.00,8.00
37.00,2.00,1.00,8.00
37.00,2.00,1.00,8.00
37.00,2.00,1.00,8.00
37.00,2.00,1.00,8.00
37.00,2.00,1.00,8.00
38.00,2.00,1.00,8.00
38.00,2.00,1.00,8.00
38.00,2.00,1.00,8.00
38.00,2.00,1.00,8.00
38.00,2.00,1.00,8.00
38.00,2.00,1.00,8.00
38.00,2.00,1.00,8.00
38.00,2.00,1.00,8.00
38.00,2.00,1.00,8.00
38.00,2.00,1.00,8.00
38.00,2.00,1.00,8.00
38.00,2.00,1.00,8.00
39.00,2.00,1.00,8.00
39.00,2.00,1.00,8.00
39.00,2.00,1.00,8.00
39.00,2.00,1.00,8.00
39.00,2.00,1.00,8.00
39.00,2.00,1.00,8.00
39.00,2.00,1.00,8.00
39.00,2.00,1.00,8.00
40.00,2.00,1.00,8.00
40.00,2.00,1.00,8.00
40.00,2.00,1.00,8.00
40.00,2.00,1.00,8.00
40.00,2.00,1.00,8.00
41.00,2.00,1.00,8.00
41.00,2.00,1.00,8.00
41.00,2.00,1.00,8.00
41.00,2.00,1.00,8.00
41.00,2.00,1.00,8.00
42.00,2.00,1.00,8.00
42.00,2.00,1.00,8.00
42.00,2.00,1.00,8.00
42.00,2.00,1.00,8.00
43.00,2.00,1.00,8.00
43.00,2.00,1.00,8.00
43.00,2.00,1.00,8.00
43.00,2.00,1.00,8.00
43.00,2.00,1.00,8.00
43.00,2.00,1.00,8.00
44.00,2.00,1.00,8.00
44.00,2.00,1.00,8.00
44.00,2.00,1.00,8.00
45.00,2.00,1.00,8.00
45.00,2.00,1.00,8.00
45.00,2.00,1.00,8.00
45.00,2.00,1.00,8.00
45.00,2.00,1.00,8.00
46.00,2.00,1.00,8.00
46.00,2.00,1.00,8.00
47.00,2.00,1.00,8.00
48.00,2.00,1.00,8.00
48.00,2.00,1.00,8.00
49.00,2.00,1.00,8.00
52.00,2.00,1.00,8.00
56.00,2.00,1.00,8.00
63.00,2.00,1.00,8.00
29.00,1.00,2.00,8.00
29.00,1.00,2.00,8.00
31.00,1.00,2.00,8.00
31.00,1.00,2.00,8.00
31.00,1.00,2.00,8.00
31.00,1.00,2.00,8.00
31.00,1.00,2.00,8.00
32.00,1.00,2.00,8.00
32.00,1.00,2.00,8.00
32.00,1.00,2.00,8.00
32.00,1.00,2.00,8.00
32.00,1.00,2.00,8.00
33.00,1.00,2.00,8.00
33.00,1.00,2.00,8.00
33.00,1.00,2.00,8.00
34.00,1.00,2.00,8.00
34.00,1.00,2.00,8.00
34.00,1.00,2.00,8.00
34.00,1.00,2.00,8.00
34.00,1.00,2.00,8.00
34.00,1.00,2.00,8.00
34.00,1.00,2.00,8.00
34.00,1.00,2.00,8.00
34.00,1.00,2.00,8.00
35.00,1.00,2.00,8.00
35.00,1.00,2.00,8.00
35.00,1.00,2.00,8.00
35.00,1.00,2.00,8.00
35.00,1.00,2.00,8.00
35.00,1.00,2.00,8.00
36.00,1.00,2.00,8.00
36.00,1.00,2.00,8.00
36.00,1.00,2.00,8.00
36.00,1.00,2.00,8.00
36.00,1.00,2.00,8.00
36.00,1.00,2.00,8.00
36.00,1.00,2.00,8.00
36.00,1.00,2.00,8.00
37.00,1.00,2.00,8.00
37.00,1.00,2.00,8.00
37.00,1.00,2.00,8.00
37.00,1.00,2.00,8.00
37.00,1.00,2.00,8.00
37.00,1.00,2.00,8.00
37.00,1.00,2.00,8.00
37.00,1.00,2.00,8.00
37.00,1.00,2.00,8.00
37.00,1.00,2.00,8.00
38.00,1.00,2.00,8.00
38.00,1.00,2.00,8.00
38.00,1.00,2.00,8.00
38.00,1.00,2.00,8.00
38.00,1.00,2.00,8.00
38.00,1.00,2.00,8.00
38.00,1.00,2.00,8.00
38.00,1.00,2.00,8.00
38.00,1.00,2.00,8.00
38.00,1.00,2.00,8.00
39.00,1.00,2.00,8.00
39.00,1.00,2.00,8.00
39.00,1.00,2.00,8.00
39.00,1.00,2.00,8.00
39.00,1.00,2.00,8.00
39.00,1.00,2.00,8.00
39.00,1.00,2.00,8.00
39.00,1.00,2.00,8.00
39.00,1.00,2.00,8.00
39.00,1.00,2.00,8.00
39.00,1.00,2.00,8.00
40.00,1.00,2.00,8.00
40.00,1.00,2.00,8.00
40.00,1.00,2.00,8.00
40.00,1.00,2.00,8.00
41.00,1.00,2.00,8.00
41.00,1.00,2.00,8.00
41.00,1.00,2.00,8.00
41.00,1.00,2.00,8.00
41.00,1.00,2.00,8.00
41.00,1.00,2.00,8.00
41.00,1.00,2.00,8.00
42.00,1.00,2.00,8.00
42.00,1.00,2.00,8.00
42.00,1.00,2.00,8.00
42.00,1.00,2.00,8.00
43.00,1.00,2.00,8.00
43.00,1.00,2.00,8.00
43.00,1.00,2.00,8.00
43.00,1.00,2.00,8.00
44.00,1.00,2.00,8.00
44.00,1.00,2.00,8.00
45.00,1.00,2.00,8.00
45.00,1.00,2.00,8.00
45.00,1.00,2.00,8.00
46.00,1.00,2.00,8.00
47.00,1.00,2.00,8.00
47.00,1.00,2.00,8.00
47.00,1.00,2.00,8.00
47.00,1.00,2.00,8.00
54.00,1.00,2.00,8.00
56.00,1.00,2.00,8.00
29.00,2.00,2.00,8.00
29.00,2.00,2.00,8.00
29.00,2.00,2.00,8.00
30.00,2.00,2.00,8.00
30.00,2.00,2.00,8.00
30.00,2.00,2.00,8.00
31.00,2.00,2.00,8.00
31.00,2.00,2.00,8.00
31.00,2.00,2.00,8.00
31.00,2.00,2.00,8.00
31.00,2.00,2.00,8.00
31.00,2.00,2.00,8.00
31.00,2.00,2.00,8.00
32.00,2.00,2.00,8.00
32.00,2.00,2.00,8.00
32.00,2.00,2.00,8.00
32.00,2.00,2.00,8.00
32.00,2.00,2.00,8.00
32.00,2.00,2.00,8.00
33.00,2.00,2.00,8.00
33.00,2.00,2.00,8.00
33.00,2.00,2.00,8.00
33.00,2.00,2.00,8.00
33.00,2.00,2.00,8.00
33.00,2.00,2.00,8.00
33.00,2.00,2.00,8.00
33.00,2.00,2.00,8.00
34.00,2.00,2.00,8.00
34.00,2.00,2.00,8.00
34.00,2.00,2.00,8.00
34.00,2.00,2.00,8.00
34.00,2.00,2.00,8.00
34.00,2.00,2.00,8.00
34.00,2.00,2.00,8.00
34.00,2.00,2.00,8.00
34.00,2.00,2.00,8.00
34.00,2.00,2.00,8.00
34.00,2.00,2.00,8.00
34.00,2.00,2.00,8.00
35.00,2.00,2.00,8.00
35.00,2.00,2.00,8.00
35.00,2.00,2.00,8.00
36.00,2.00,2.00,8.00
36.00,2.00,2.00,8.00
36.00,2.00,2.00,8.00
36.00,2.00,2.00,8.00
36.00,2.00,2.00,8.00
36.00,2.00,2.00,8.00
36.00,2.00,2.00,8.00
37.00,2.00,2.00,8.00
37.00,2.00,2.00,8.00
37.00,2.00,2.00,8.00
37.00,2.00,2.00,8.00
37.00,2.00,2.00,8.00
37.00,2.00,2.00,8.00
37.00,2.00,2.00,8.00
37.00,2.00,2.00,8.00
37.00,2.00,2.00,8.00
38.00,2.00,2.00,8.00
38.00,2.00,2.00,8.00
38.00,2.00,2.00,8.00
38.00,2.00,2.00,8.00
38.00,2.00,2.00,8.00
39.00,2.00,2.00,8.00
39.00,2.00,2.00,8.00
39.00,2.00,2.00,8.00
39.00,2.00,2.00,8.00
39.00,2.00,2.00,8.00
39.00,2.00,2.00,8.00
40.00,2.00,2.00,8.00
40.00,2.00,2.00,8.00
40.00,2.00,2.00,8.00
40.00,2.00,2.00,8.00
40.00,2.00,2.00,8.00
40.00,2.00,2.00,8.00
40.00,2.00,2.00,8.00
41.00,2.00,2.00,8.00
41.00,2.00,2.00,8.00
41.00,2.00,2.00,8.00
41.00,2.00,2.00,8.00
41.00,2.00,2.00,8.00
41.00,2.00,2.00,8.00
41.00,2.00,2.00,8.00
42.00,2.00,2.00,8.00
42.00,2.00,2.00,8.00
42.00,2.00,2.00,8.00
42.00,2.00,2.00,8.00
42.00,2.00,2.00,8.00
43.00,2.00,2.00,8.00
43.00,2.00,2.00,8.00
43.00,2.00,2.00,8.00
43.00,2.00,2.00,8.00
44.00,2.00,2.00,8.00
44.00,2.00,2.00,8.00
44.00,2.00,2.00,8.00
45.00,2.00,2.00,8.00
46.00,2.00,2.00,8.00
48.00,2.00,2.00,8.00
49.00,2.00,2.00,8.00
50.00,2.00,2.00,8.00
30.00,1.00,1.00,9.00
30.00,1.00,1.00,9.00
30.00,1.00,1.00,9.00
30.00,1.00,1.00,9.00
31.00,1.00,1.00,9.00
31.00,1.00,1.00,9.00
31.00,1.00,1.00,9.00
32.00,1.00,1.00,9.00
32.00,1.00,1.00,9.00
32.00,1.00,1.00,9.00
32.00,1.00,1.00,9.00
32.00,1.00,1.00,9.00
32.00,1.00,1.00,9.00
33.00,1.00,1.00,9.00
33.00,1.00,1.00,9.00
33.00,1.00,1.00,9.00
33.00,1.00,1.00,9.00
33.00,1.00,1.00,9.00
33.00,1.00,1.00,9.00
34.00,1.00,1.00,9.00
34.00,1.00,1.00,9.00
34.00,1.00,1.00,9.00
34.00,1.00,1.00,9.00
34.00,1.00,1.00,9.00
34.00,1.00,1.00,9.00
34.00,1.00,1.00,9.00
35.00,1.00,1.00,9.00
35.00,1.00,1.00,9.00
35.00,1.00,1.00,9.00
35.00,1.00,1.00,9.00
35.00,1.00,1.00,9.00
35.00,1.00,1.00,9.00
35.00,1.00,1.00,9.00
35.00,1.00,1.00,9.00
35.00,1.00,1.00,9.00
35.00,1.00,1.00,9.00
35.00,1.00,1.00,9.00
35.00,1.00,1.00,9.00
35.00,1.00,1.00,9.00
36.00,1.00,1.00,9.00
36.00,1.00,1.00,9.00
36.00,1.00,1.00,9.00
36.00,1.00,1.00,9.00
36.00,1.00,1.00,9.00
36.00,1.00,1.00,9.00
37.00,1.00,1.00,9.00
37.00,1.00,1.00,9.00
37.00,1.00,1.00,9.00
38.00,1.00,1.00,9.00
38.00,1.00,1.00,9.00
38.00,1.00,1.00,9.00
38.00,1.00,1.00,9.00
38.00,1.00,1.00,9.00
38.00,1.00,1.00,9.00
38.00,1.00,1.00,9.00
38.00,1.00,1.00,9.00
38.00,1.00,1.00,9.00
38.00,1.00,1.00,9.00
39.00,1.00,1.00,9.00
39.00,1.00,1.00,9.00
39.00,1.00,1.00,9.00
39.00,1.00,1.00,9.00
39.00,1.00,1.00,9.00
39.00,1.00,1.00,9.00
39.00,1.00,1.00,9.00
40.00,1.00,1.00,9.00
40.00,1.00,1.00,9.00
40.00,1.00,1.00,9.00
40.00,1.00,1.00,9.00
40.00,1.00,1.00,9.00
40.00,1.00,1.00,9.00
40.00,1.00,1.00,9.00
40.00,1.00,1.00,9.00
41.00,1.00,1.00,9.00
41.00,1.00,1.00,9.00
41.00,1.00,1.00,9.00
42.00,1.00,1.00,9.00
42.00,1.00,1.00,9.00
42.00,1.00,1.00,9.00
42.00,1.00,1.00,9.00
42.00,1.00,1.00,9.00
42.00,1.00,1.00,9.00
43.00,1.00,1.00,9.00
43.00,1.00,1.00,9.00
43.00,1.00,1.00,9.00
44.00,1.00,1.00,9.00
44.00,1.00,1.00,9.00
44.00,1.00,1.00,9.00
45.00,1.00,1.00,9.00
45.00,1.00,1.00,9.00
45.00,1.00,1.00,9.00
45.00,1.00,1.00,9.00
46.00,1.00,1.00,9.00
48.00,1.00,1.00,9.00
49.00,1.00,1.00,9.00
49.00,1.00,1.00,9.00
50.00,1.00,1.00,9.00
50.00,1.00,1.00,9.00
50.00,1.00,1.00,9.00
51.00,1.00,1.00,9.00
24.00,2.00,1.00,9.00
26.00,2.00,1.00,9.00
27.00,2.00,1.00,9.00
27.00,2.00,1.00,9.00
27.00,2.00,1.00,9.00
28.00,2.00,1.00,9.00
28.00,2.00,1.00,9.00
28.00,2.00,1.00,9.00
29.00,2.00,1.00,9.00
29.00,2.00,1.00,9.00
29.00,2.00,1.00,9.00
29.00,2.00,1.00,9.00
30.00,2.00,1.00,9.00
30.00,2.00,1.00,9.00
30.00,2.00,1.00,9.00
30.00,2.00,1.00,9.00
30.00,2.00,1.00,9.00
30.00,2.00,1.00,9.00
31.00,2.00,1.00,9.00
31.00,2.00,1.00,9.00
31.00,2.00,1.00,9.00
31.00,2.00,1.00,9.00
31.00,2.00,1.00,9.00
31.00,2.00,1.00,9.00
31.00,2.00,1.00,9.00
32.00,2.00,1.00,9.00
32.00,2.00,1.00,9.00
32.00,2.00,1.00,9.00
32.00,2.00,1.00,9.00
32.00,2.00,1.00,9.00
32.00,2.00,1.00,9.00
32.00,2.00,1.00,9.00
32.00,2.00,1.00,9.00
33.00,2.00,1.00,9.00
33.00,2.00,1.00,9.00
33.00,2.00,1.00,9.00
33.00,2.00,1.00,9.00
33.00,2.00,1.00,9.00
33.00,2.00,1.00,9.00
33.00,2.00,1.00,9.00
33.00,2.00,1.00,9.00
33.00,2.00,1.00,9.00
33.00,2.00,1.00,9.00
34.00,2.00,1.00,9.00
34.00,2.00,1.00,9.00
34.00,2.00,1.00,9.00
34.00,2.00,1.00,9.00
34.00,2.00,1.00,9.00
34.00,2.00,1.00,9.00
34.00,2.00,1.00,9.00
34.00,2.00,1.00,9.00
34.00,2.00,1.00,9.00
34.00,2.00,1.00,9.00
34.00,2.00,1.00,9.00
35.00,2.00,1.00,9.00
35.00,2.00,1.00,9.00
35.00,2.00,1.00,9.00
35.00,2.00,1.00,9.00
35.00,2.00,1.00,9.00
35.00,2.00,1.00,9.00
35.00,2.00,1.00,9.00
36.00,2.00,1.00,9.00
36.00,2.00,1.00,9.00
36.00,2.00,1.00,9.00
36.00,2.00,1.00,9.00
36.00,2.00,1.00,9.00
36.00,2.00,1.00,9.00
36.00,2.00,1.00,9.00
36.00,2.00,1.00,9.00
36.00,2.00,1.00,9.00
36.00,2.00,1.00,9.00
36.00,2.00,1.00,9.00
36.00,2.00,1.00,9.00
36.00,2.00,1.00,9.00
37.00,2.00,1.00,9.00
37.00,2.00,1.00,9.00
37.00,2.00,1.00,9.00
37.00,2.00,1.00,9.00
37.00,2.00,1.00,9.00
37.00,2.00,1.00,9.00
38.00,2.00,1.00,9.00
38.00,2.00,1.00,9.00
38.00,2.00,1.00,9.00
38.00,2.00,1.00,9.00
38.00,2.00,1.00,9.00
39.00,2.00,1.00,9.00
39.00,2.00,1.00,9.00
39.00,2.00,1.00,9.00
39.00,2.00,1.00,9.00
39.00,2.00,1.00,9.00
40.00,2.00,1.00,9.00
40.00,2.00,1.00,9.00
41.00,2.00,1.00,9.00
41.00,2.00,1.00,9.00
42.00,2.00,1.00,9.00
42.00,2.00,1.00,9.00
42.00,2.00,1.00,9.00
42.00,2.00,1.00,9.00
43.00,2.00,1.00,9.00
50.00,2.00,1.00,9.00
30.00,1.00,2.00,9.00
31.00,1.00,2.00,9.00
31.00,1.00,2.00,9.00
32.00,1.00,2.00,9.00
33.00,1.00,2.00,9.00
33.00,1.00,2.00,9.00
34.00,1.00,2.00,9.00
34.00,1.00,2.00,9.00
34.00,1.00,2.00,9.00
34.00,1.00,2.00,9.00
35.00,1.00,2.00,9.00
36.00,1.00,2.00,9.00
36.00,1.00,2.00,9.00
